MLS#,Type,Prop. Cat.,Prop. Cond.,Tax,Address,City,Zip,Area,BD,Baths,# Levels,Apx Sqft,Price SqFt,Sld Price Sqft,Lot Size,Pend. Date,DOM,CDOM,List Date,List Price,Sold Date,Price,Yr. Built,HOA Dues,# Garage,# Fireplaces,Terms
ML81952605,FLTHOME,RES,RESALE,6573,3435 Elm Court,Milwaukie,95182,$141,2,4.0,2,3994,117,117,20-49.99AC,2023-03-22,22,25,2023-02-28,"$465,357",2023-04-11,"$467,298",2005,0,1,0,FHA
ML81952606,IN-PARK,RES,PROPOSD,14774,8259 Cherry Circle,Portland,95221,143,2,1.0,1,2602,656,636,20K-.99AC,2023-02-16,26,26,2023-01-21,"$1,707,333",2023-03-15,"$1,654,872",2008,0,3,0,CALL-SA
ML81952607,DETACHD,RES,UNDRCON,4665,4013 Cypress Road,Gaston,95176,$141,3,2.1,3,3650,215,218,7-9.99AC,2023-03-26,53,58,2023-02-01,"$784,892",2023-04-21,"$795,700",1973,0,3,1,SGI
ML81952608,FLTHOME,RES,EXISTNG,14538,6926 Pine Avenue,Portland,95206,143,2,3.1,1,2349,200,191,"0-2,999SF",2024-03-07,57,61,2024-01-10,"$469,072",2024-04-13,"$448,659",1954,0,3,1,OWNCONT
ML81952609,CONDO,RES,FIXER,5434,7554 Walnut Court,Portland,95117,142,4,2.0,1,4427,379,379,20K-.99AC,2023-08-13,20,21,2023-07-24,"$1,678,079",2023-09-14,"$1,677,833",1990,0,2,2,CASH
ML81952610,ATTACHD,RES,RESTORD,6979,2169 Walnut Lane,West Linn,95188,147,1,2.0,2,1009,322,306,"0-2,999SF",2023-12-13,84,88,2023-09-20,"$324,827",2024-01-22,"$308,754",1960,151,1,0,FMHA
ML81952611,PLNCOMM,RES,FIXER,12596,3253 Aspen Road,Portland,95217,150,1,2.0,1,3828,138,144,"15K-19,999SF",2023-07-23,29,39,2023-06-24,"$529,546",2023-08-28,"$551,232",1960,0,1,0,OWNCONT
ML81952612,RES-MFG,RES,NEW,3659,4312 Ash Street,Portland,95127,142,4,4.1,3,1435,1145,1116,"15K-19,999SF",2024-01-07,45,49,2023-11-23,"$1,642,930",2024-02-08,"$1,601,460",1978,0,2,3,LOW-INC
ML81952613,ATTACHD,RES,PROPOSD,12322,6802 Redwood Boulevard,Gresham,95209,$141,5,4.1,2,3489,445,435,20-49.99AC,2023-05-21,29,30,2023-04-22,"$1,554,342",2023-06-23,"$1,517,715",1999,348,2,3,FHA
ML81952614,PLNCOMM,RES,PROPOSD,11996,1525 Willow Way,Portland,95206,143,5,2.1,1,1323,1109,1074,5-6.99AC,2024-02-28,39,47,2024-01-20,"$1,467,415",2024-03-23,"$1,420,902",2011,0,2,1,CONV
ML81952615,IN-PARK,RES,REMOD,9265,5873 Birch Place,Portland,95132,150,1,1.0,1,1812,888,871,5-6.99AC,2023-05-13,47,56,2023-03-27,"$1,608,559",2023-06-10,"$1,578,252",1966,0,0,3,NOFNCING
ML81952616,CONDO,RES,PROPOSD,14086,611 Cherry Lane Unit 305,Portland,95112,143,6,2.0,1,1224,871,876,3-4.99AC,2023-04-02,63,65,2023-01-29,"$1,066,197",2023-04-29,"$1,072,224",1979,350,3,1,NOFNCING
ML81952617,PLNCOMM,RES,EXISTNG,3608,7135 Elm Circle,Portland,95114,147,2,3.0,2,1924,982,934,20K-.99AC,2023-11-18,51,51,2023-09-28,"$1,890,325",2023-12-12,"$1,797,016",1996,0,3,3,VA
ML81952618,CONDO,RES,REGHIST,12297,2781 Oak Court Unit 381,Milwaukie,95169,150,6,1.1,3,1237,606,587,"3K-4,999SF",2024-03-17,22,22,2024-02-24,"$749,589",2024-04-22,"$726,119",2005,0,1,0,VA
ML81952619,RES-MFG,RES,RESALE,6155,4854 Birch Avenue,Gresham,95162,147,3,2.0,3,1167,1347,1384,10-19.99AC,2024-11-30,29,36,2024-11-01,"$1,571,680",2025-01-01,"$1,615,128",2005,0,2,1,LOW-INC
ML81952620,CONDO,RES,EXISTNG,13994,2718 Willow Court Unit 141,Portland,95109,150,5,3.1,1,3371,575,547,"7K-9,999SF",2023-09-14,50,55,2023-07-26,"$1,939,959",2023-10-13,"$1,843,937",1995,0,3,2,LOW-INC
ML81952621,ATTACHD,RES,UNDRCON,4142,8263 Aspen Lane,Portland,95156,150,3,2.1,1,4044,414,420,"10K-14,999SF",2024-07-03,24,28,2024-06-09,"$1,673,941",2024-07-27,"$1,698,480",2013,553,3,1,REHAB
ML81952622,DETACHD,RES,APPROX,6896,4856 Cypress Boulevard,Portland,95125,152,4,1.1,1,3874,142,139,5-6.99AC,2024-08-13,13,20,2024-07-31,"$548,986",2024-09-08,"$538,486",1986,0,2,3,LOW-INC
ML81952623,DETACHD,RES,UNKNOWN,9072,8341 Aspen Avenue,Portland,95224,141,5,3.0,2,4224,436,438,10-19.99AC,2024-04-21,32,38,2024-03-20,"$1,841,506",2024-05-27,"$1,850,112",1957,0,3,0,LOW-INC
ML81952624,CONDO,RES,EXISTNG,4936,1712 Cherry Boulevard,Portland,95180,152,6,3.0,1,4288,216,207,1-2.99AC,2023-06-19,82,90,2023-03-29,"$925,580",2023-07-14,"$887,616",1968,497,2,0,LEAS-OP
ML81952625,ATTACHD,RES,EXISTNG,10443,7360 Cypress Street,Portland,95176,152,3,4.0,2,2079,711,722,"3K-4,999SF",2024-01-26,42,50,2023-12-15,"$1,479,116",2024-03-03,"$1,501,038",1984,0,2,0,FHA
ML81952626,CONDO,RES,RESALE,10312,9760 Cherry Lane,Portland,95112,147,3,3.0,2,1879,844,836,5-6.99AC,2024-01-15,12,14,2024-01-03,"$1,585,810",2024-02-10,"$1,570,844",1973,398,1,3,FCS
ML81952627,PLNCOMM,RES,REMOD,8736,5592 Willow Drive,Portland,95161,147,2,2.1,3,2983,210,202,"3K-4,999SF",2024-12-13,43,47,2024-10-31,"$627,031",2025-01-16,"$602,566",2022,0,2,1,NOFNCING
ML81952628,IN-PARK,RES,NEW,10824,1619 Redwood Way,Portland,95115,147,5,3.0,3,958,1865,1852,"0-2,999SF",2024-01-27,21,31,2024-01-06,"$1,787,044",2024-02-24,"$1,774,216",1988,0,3,3,OTHER
ML81952629,IN-PARK,RES,APPROX,12553,6542 Pine Drive,Portland,95148,143,4,4.1,2,2826,635,642,3-4.99AC,2024-10-15,63,65,2024-08-13,"$1,793,420",2024-11-16,"$1,814,292",2016,0,1,3,OWNCRRY
ML81952630,RES-MFG,RES,UNKNOWN,11532,5806 Cherry Road,Portland,95111,142,6,3.1,3,1685,245,239,10-19.99AC,2023-03-09,60,63,2023-01-08,"$412,064",2023-04-10,"$402,715",2024,0,3,0,FCS
ML81952631,DETACHD,RES,RESTORD,5307,2478 Walnut Court,Gaston,95159,141,2,1.1,1,4292,305,313,"10K-14,999SF",2024-01-15,31,34,2023-12-15,"$1,308,864",2024-02-13,"$1,343,396",2018,0,0,3,FHA
ML81952632,DETACHD,RES,RESALE,8335,7366 Pine Circle,Portland,95105,141,4,1.0,2,1124,415,400,1-2.99AC,2025-02-21,89,93,2024-11-24,"$466,678",2025-03-18,"$449,600",1999,0,3,2,CASH
ML81952633,PLNCOMM,RES,RESTORD,12230,9667 Cypress Lane,Portland,95237,141,6,4.0,1,4453,229,226,"10K-14,999SF",2024-08-20,65,75,2024-06-16,"$1,020,746",2024-09-23,"$1,006,378",2019,0,2,0,NOFNCING
ML81952634,RES-MFG,RES,UNKNOWN,3277,1159 Aspen Street,Portland,95137,150,6,2.0,3,1007,1407,1406,3-4.99AC,2024-12-26,69,70,2024-10-18,"$1,417,255",2025-01-20,"$1,415,842",2008,0,1,3,ASSMP
ML81952635,RES-MFG,RES,UNKNOWN,13431,538 Birch Lane,City,95217,147,6,3.0,3,2186,741,725,10-19.99AC,2024-06-15,90,94,2024-03-17,"$1,619,468",2024-07-21,"$1,584,850",1971,0,3,2,VA
ML81952636,RES-MFG,RES,EXISTNG,9311,8234 Pine Way,Portland,95116,141,4,2.0,3,3318,426,415,"3K-4,999SF",2024-03-17,65,68,2024-01-12,"$1,412,484",2024-04-26,"$1,376,970",1994,0,1,1,LSE-BAK
ML81952637,RES-MFG,RES,REGHIST,9616,7018 Pine Circle,Hillsboro,95199,147,1,4.1,2,3762,383,399,"7K-9,999SF",2024-10-25,49,52,2024-09-06,"$1,442,516",2024-11-17,"$1,501,038",1980,0,2,2,FMHA
ML81952638,DETACHD,RES,PROPOSD,5871,1668 Walnut Place,Portland,95147,147,5,4.0,2,3371,245,255,5-6.99AC,2024-05-26,79,89,2024-03-08,"$824,629",2024-06-26,"$859,605",1981,0,1,3,LOW-INC
ML81952639,RES-MFG,RES,REGHIST,5507,9103 Aspen Lane,Portland,95148,147,6,1.0,1,884,2235,2176,20-49.99AC,2024-12-04,21,30,2024-11-13,"$1,975,712",2025-01-04,"$1,923,584",2000,0,0,3,OTHER
ML81952640,FLTHOME,RES,NEW,10278,1635 Cypress Court,Portland,95233,143,6,3.1,1,2428,190,189,"7K-9,999SF",2025-01-23,66,71,2024-11-18,"$461,890",2025-02-21,"$458,892",1973,0,0,0,FHA
ML81952641,CONDO,RES,UNDRCON,14662,7780 Magnolia Street,Portland,95156,147,3,4.0,1,3363,174,175,"0-2,999SF",2023-05-15,7,12,2023-05-08,"$585,047",2023-06-16,"$588,525",1999,155,3,1,OTHER
ML81952642,RES-MFG,RES,APPROX,10830,8712 Redwood Street,Gaston,95162,$141,2,4.0,3,1056,1056,1037,"5K-6,999SF",2025-02-06,60,64,2024-12-08,"$1,114,643",2025-03-09,"$1,095,072",1982,0,1,1,CONV
ML81952643,DETACHD,RES,RESTORD,12733,4040 Birch Boulevard,Portland,95149,150,1,3.0,2,4399,299,305,20-49.99AC,2024-06-29,66,67,2024-04-24,"$1,315,246",2024-08-03,"$1,341,695",2020,0,1,0,REHAB
ML81952644,PLNCOMM,RES,APPROX,13516,4628 Birch Avenue,Portland,95123,143,1,1.0,2,1333,536,528,20-49.99AC,2025-01-22,55,57,2024-11-28,"$714,999",2025-02-13,"$703,824",2015,0,3,3,OWNCRRY
ML81952645,IN-PARK,RES,UNKNOWN,7563,7103 Cypress Boulevard,Portland,95107,152,6,4.0,3,4342,245,239,"7K-9,999SF",2024-05-16,11,18,2024-05-05,"$1,063,731",2024-06-09,"$1,037,738",1975,0,3,0,OWNCRRY
ML81952646,RES-MFG,RES,FIXER,7017,7997 Elm Circle,Portland,95202,$141,5,2.1,2,1422,971,1017,20K-.99AC,2024-06-21,56,58,2024-04-26,"$1,380,599",2024-07-31,"$1,446,174",1963,0,2,3,SGI
ML81952647,RES-MFG,RES,FIXER,14204,7690 Magnolia Boulevard,Portland,95158,141,1,3.0,2,891,2139,2124,20-49.99AC,2023-06-18,14,16,2023-06-04,"$1,905,903",2023-07-23,"$1,892,484",2014,0,2,1,CONV
ML81952648,FLTHOME,RES,PROPOSD,5139,6563 Walnut Lane,West Linn,95137,142,3,2.1,3,1776,919,876,20K-.99AC,2024-05-15,33,40,2024-04-12,"$1,632,280",2024-06-12,"$1,555,776",1956,0,3,2,OWNCONT
ML81952649,FLTHOME,RES,REMOD,13838,8367 Cherry Avenue,Portland,95143,152,2,2.0,2,1164,865,854,5-6.99AC,2023-10-02,51,61,2023-08-12,"$1,006,554",2023-11-11,"$994,056",1960,0,2,1,OTHER
ML81952650,FLTHOME,RES,UNKNOWN,12079,5705 Birch Place,Portland,95196,$141,6,4.0,3,2129,574,586,20-49.99AC,2023-11-29,57,63,2023-10-03,"$1,222,722",2023-12-29,"$1,247,594",1986,0,1,1,LOW-INC
ML81952651,PLNCOMM,RES,REMOD,4163,2294 Redwood Street,Portland,95204,150,6,3.1,3,3789,401,388,"0-2,999SF",2023-09-19,64,69,2023-07-17,"$1,520,318",2023-10-29,"$1,470,132",1988,0,1,1,CASH
ML81952652,IN-PARK,RES,UNKNOWN,10590,4615 Birch Avenue,Portland,95134,143,1,4.1,2,2684,136,130,20-49.99AC,2025-01-26,35,37,2024-12-22,"$364,135",2025-02-25,"$348,920",2003,0,3,0,CASH
ML81952653,CONDO,RES,APPROX,4398,4282 Willow Boulevard Unit 172,Portland,95118,141,6,2.0,3,4234,272,273,20-49.99AC,2024-05-08,43,53,2024-03-26,"$1,149,609",2024-06-08,"$1,155,882",2005,0,1,0,FMHA
ML81952654,PLNCOMM,RES,EXISTNG,13853,8882 Oak Road,Portland,95217,150,3,3.0,3,2476,262,261,"5K-6,999SF",2024-03-17,27,31,2024-02-19,"$648,217",2024-04-18,"$646,236",1988,0,1,2,OTHER
ML81952655,FLTHOME,RES,NEW,6504,7302 Willow Circle,Portland,95127,142,1,1.1,3,1393,860,831,10-19.99AC,2024-06-20,54,64,2024-04-27,"$1,198,506",2024-07-10,"$1,157,583",1957,0,0,3,TRADE
ML81952656,CONDO,RES,APPROX,5417,2768 Redwood Way,Portland,95143,143,1,2.0,1,3521,212,206,7-9.99AC,2023-03-22,75,83,2023-01-06,"$746,198",2023-04-25,"$725,326",1983,0,3,3,VA
ML81952657,IN-PARK,RES,RESTORD,6899,4840 Elm Place,Portland,95140,150,4,4.0,2,4255,125,123,"7K-9,999SF",2023-08-31,32,42,2023-07-30,"$532,684",2023-09-23,"$523,365",2007,0,1,3,REHAB
ML81952658,ATTACHD,RES,REGHIST,7175,8130 Pine Lane,Lake Oswego,95145,142,5,2.1,3,2520,523,513,10-19.99AC,2024-06-06,83,91,2024-03-15,"$1,316,826",2024-06-29,"$1,292,760",2010,167,0,2,OWNCRRY
ML81952659,IN-PARK,RES,REMOD,8450,4663 Birch Road,Hillsboro,95193,$141,3,3.0,1,1509,1231,1231,"7K-9,999SF",2023-06-26,77,78,2023-04-10,"$1,858,001",2023-07-20,"$1,857,579",2014,0,2,2,SGI
ML81952660,IN-PARK,RES,UNDRCON,5299,6420 Oak Lane,Portland,95186,$141,3,2.1,3,1156,1645,1631,10-19.99AC,2023-10-28,64,74,2023-08-25,"$1,901,992",2023-12-03,"$1,885,436",2011,0,0,2,CALL-SA
ML81952661,IN-PARK,RES,EXISTNG,8718,8668 Aspen Avenue,Gaston,95164,142,2,1.0,3,4276,273,265,5-6.99AC,2025-02-26,77,81,2024-12-11,"$1,167,142",2025-04-03,"$1,133,140",2001,0,2,2,OWNCRRY
ML81952662,CONDO,RES,NEW,14138,1619 Walnut Boulevard Unit 549,Portland,95205,141,6,2.1,3,2401,373,367,5-6.99AC,2024-01-14,45,52,2023-11-30,"$895,893",2024-02-18,"$881,167",2005,209,2,1,ASSMP
ML81952663,ATTACHD,RES,PROPOSD,13300,2333 Maple Road,Portland,95119,142,6,3.0,3,1773,539,538,"3K-4,999SF",2024-05-15,31,31,2024-04-14,"$955,695",2024-06-05,"$953,874",1995,0,3,1,FMHA
ML81952664,ATTACHD,RES,NEW,4280,3455 Ash Circle,Portland,95143,143,6,1.1,2,4139,403,386,"7K-9,999SF",2024-04-01,18,20,2024-03-14,"$1,668,332",2024-04-24,"$1,597,654",2020,504,1,0,FCS
ML81952665,IN-PARK,RES,UNKNOWN,6286,8373 Magnolia Boulevard,West Linn,95184,141,1,2.1,2,3904,198,196,5-6.99AC,2023-10-15,85,88,2023-07-22,"$773,251",2023-11-23,"$765,184",1968,0,3,2,LEAS-OP
ML81952666,RES-MFG,RES,EXISTNG,8131,3841 Redwood Street,Portland,95222,$141,5,3.0,3,4096,252,242,20-49.99AC,2023-05-02,39,41,2023-03-24,"$1,032,169",2023-05-23,"$991,232",1967,0,2,0,CONV
ML81952667,ATTACHD,RES,APPROX,8592,7701 Birch Drive,Portland,95199,147,4,3.0,2,4020,162,155,"10K-14,999SF",2023-04-06,39,46,2023-02-26,"$649,713",2023-05-08,"$623,100",2016,0,1,2,CALL-SA
ML81952668,FLTHOME,RES,PROPOSD,10317,6319 Maple Place,Portland,95178,147,5,4.0,1,2120,778,788,"5K-6,999SF",2024-05-27,61,62,2024-03-27,"$1,649,436",2024-06-28,"$1,670,560",1991,0,2,3,SGI
ML81952669,DETACHD,RES,EXISTNG,10132,3499 Spruce Road,Portland,95210,141,3,2.0,1,1529,869,861,1-2.99AC,2023-07-27,53,61,2023-06-04,"$1,329,464",2023-09-03,"$1,316,469",1992,0,0,3,TRADE
ML81952670,CONDO,RES,EXISTNG,8961,945 Ash Boulevard,Milwaukie,95129,152,5,3.0,3,1246,1194,1253,"15K-19,999SF",2023-09-16,35,37,2023-08-12,"$1,487,658",2023-10-21,"$1,561,238",1981,582,2,2,LSE-BAK
ML81952671,RES-MFG,RES,REGHIST,13153,9892 Cypress Street,Portland,95223,150,5,2.1,1,4364,106,109,10-19.99AC,2024-11-25,70,79,2024-09-16,"$463,307",2024-12-16,"$475,676",2018,0,3,2,SGI
ML81952672,FLTHOME,RES,UNDRCON,13564,902 Oak Street,Portland,95221,$141,6,1.1,2,3732,403,415,"0-2,999SF",2024-08-08,73,82,2024-05-27,"$1,502,209",2024-09-08,"$1,548,780",1975,0,3,1,LEAS-OP
ML81952673,FLTHOME,RES,EXISTNG,9448,6437 Aspen Court,Beaverton,95141,$141,1,2.0,3,2910,305,320,5-6.99AC,2024-11-25,62,69,2024-09-24,"$886,237",2025-01-03,"$931,200",1956,0,3,0,OWNCRRY
ML81952674,FLTHOME,RES,PROPOSD,3095,601 Elm Place,Portland,95245,150,6,1.0,1,3544,444,460,"15K-19,999SF",2023-06-23,30,40,2023-05-24,"$1,573,499",2023-07-19,"$1,630,240",1991,0,1,3,LOW-INC
ML81952675,DETACHD,RES,UNDRCON,10858,3000 Aspen Place,Portland,95186,142,2,3.0,1,3284,196,198,"0-2,999SF",2023-12-31,8,18,2023-12-23,"$643,821",2024-01-27,"$650,232",2010,0,1,3,CASH
ML81952676,CONDO,RES,REMOD,5432,1277 Cypress Boulevard Unit 130,Portland,95112,143,6,3.0,2,3024,192,190,1-2.99AC,2024-01-19,43,43,2023-12-07,"$579,629",2024-02-22,"$574,560",1954,0,1,3,CASH
ML81952677,DETACHD,RES,PROPOSD,8714,7933 Cedar Circle,Gaston,95150,152,5,3.1,2,1454,1255,1270,3-4.99AC,2024-08-20,54,58,2024-06-27,"$1,825,477",2024-09-10,"$1,846,580",1953,0,2,3,CONV
ML81952678,ATTACHD,RES,NEW,4014,3971 Birch Way,Portland,95136,$141,6,2.0,3,1131,335,332,1-2.99AC,2024-12-11,25,26,2024-11-16,"$379,397",2025-01-17,"$375,492",1972,510,1,2,CALL-SA
ML81952679,PLNCOMM,RES,PROPOSD,12792,8640 Cypress Street,Portland,95151,141,5,1.0,3,3484,155,150,"15K-19,999SF",2024-10-28,81,84,2024-08-08,"$541,568",2024-11-28,"$522,600",2007,0,1,2,VA
ML81952680,FLTHOME,RES,RESTORD,10269,7082 Aspen Lane,City,95121,150,5,2.1,3,3803,429,446,"3K-4,999SF",2023-12-25,17,19,2023-12-08,"$1,631,239",2024-01-14,"$1,696,138",2002,0,0,1,VA
ML81952681,PLNCOMM,RES,RESALE,14031,7036 Redwood Street,Gales Creek,95157,147,4,3.0,1,3435,297,283,"0-2,999SF",2023-02-25,16,19,2023-02-09,"$1,018,998",2023-03-31,"$972,105",1961,0,0,0,NOFNCING
ML81952682,PLNCOMM,RES,REMOD,3738,518 Birch Lane,Portland,95244,150,3,1.1,3,3654,407,394,"10K-14,999SF",2023-02-21,41,47,2023-01-11,"$1,487,287",2023-03-15,"$1,439,676",2002,0,1,1,LEAS-OP
ML81952683,IN-PARK,RES,NEW,12208,5355 Maple Drive,Portland,95241,150,1,2.1,2,1774,554,550,1-2.99AC,2024-03-31,67,69,2024-01-24,"$982,660",2024-05-09,"$975,700",1986,0,3,0,FCS
ML81952684,PLNCOMM,RES,REGHIST,3059,2634 Maple Drive,Portland,95228,150,1,2.0,3,1496,794,793,"7K-9,999SF",2023-09-17,24,34,2023-08-24,"$1,188,453",2023-10-23,"$1,186,328",2012,0,2,1,CONV
ML81952685,ATTACHD,RES,RESALE,9965,8726 Pine Street,Portland,95168,$141,6,3.0,3,1497,1124,1127,"7K-9,999SF",2023-06-19,34,42,2023-05-16,"$1,682,139",2023-07-21,"$1,687,119",1952,0,3,2,FCS
ML81952686,CONDO,RES,REGHIST,7343,7354 Oak Drive,Portland,95219,142,3,4.1,3,973,1929,2000,"5K-6,999SF",2024-06-22,30,33,2024-05-23,"$1,877,253",2024-07-12,"$1,946,000",1997,527,0,1,OWNCONT
ML81952687,PLNCOMM,RES,REGHIST,4630,2753 Spruce Circle,Gaston,95142,143,5,2.0,2,3277,342,357,10-19.99AC,2023-04-28,9,10,2023-04-19,"$1,119,254",2023-05-20,"$1,169,889",1967,0,3,2,CALL-SA
ML81952688,IN-PARK,RES,RESALE,12214,2798 Walnut Drive,Cornelius,95226,152,1,3.1,1,933,1977,1960,"0-2,999SF",2024-12-21,31,39,2024-11-20,"$1,844,398",2025-01-29,"$1,828,680",1968,0,2,1,SGI
ML81952689,ATTACHD,RES,FIXER,9288,1469 Cedar Circle,Portland,95172,147,3,4.1,2,2311,609,613,"15K-19,999SF",2023-08-25,31,40,2023-07-25,"$1,407,783",2023-10-03,"$1,416,643",2023,0,1,2,TRADE
ML81952690,ATTACHD,RES,REMOD,6979,6485 Willow Lane,Portland,95181,$141,3,3.0,2,1291,620,640,"10K-14,999SF",2023-09-02,12,16,2023-08-21,"$800,319",2023-10-04,"$826,240",1995,0,0,0,LSE-BAK
ML81952691,RES-MFG,RES,UNKNOWN,13064,7034 Cypress Circle,Gaston,95116,143,1,1.0,3,1743,530,540,20K-.99AC,2023-10-14,90,100,2023-07-16,"$924,390",2023-11-15,"$941,220",1964,0,0,1,NOFNCING
ML81952692,FLTHOME,RES,REMOD,13353,5437 Cedar Way,Portland,95131,143,2,3.0,1,2594,184,187,3-4.99AC,2024-02-16,19,27,2024-01-28,"$476,106",2024-03-24,"$485,078",1969,0,1,0,OTHER
ML81952693,FLTHOME,RES,RESALE,14142,3274 Aspen Court,Cornelius,95151,147,1,4.0,3,1498,740,763,3-4.99AC,2023-10-19,43,52,2023-09-06,"$1,108,783",2023-11-27,"$1,142,974",1975,0,2,1,CASH
ML81952694,DETACHD,RES,UNDRCON,11652,6179 Willow Court,Aloha,95111,150,5,2.1,1,4432,410,411,7-9.99AC,2023-10-02,10,20,2023-09-22,"$1,816,253",2023-11-07,"$1,821,552",2004,0,1,3,CONV
ML81952695,DETACHD,RES,APPROX,10679,6252 Magnolia Place,Portland,95108,141,4,3.0,2,1182,909,934,20K-.99AC,2023-08-03,37,46,2023-06-27,"$1,073,921",2023-08-27,"$1,103,988",2019,0,1,0,CONV
ML81952696,DETACHD,RES,RESALE,7280,8039 Redwood Court,Newberg,95135,147,3,1.0,2,2685,490,493,"10K-14,999SF",2023-09-16,81,83,2023-06-27,"$1,314,851",2023-10-11,"$1,323,705",1955,0,0,2,REHAB
ML81952697,DETACHD,RES,FIXER,11598,6306 Redwood Drive,Portland,95145,141,4,3.0,2,1513,648,638,7-9.99AC,2024-04-28,29,29,2024-03-30,"$980,941",2024-05-30,"$965,294",2005,0,0,1,CONV
ML81952698,CONDO,RES,UNDRCON,14240,511 Birch Street,Aloha,95214,150,1,3.0,3,1326,1447,1426,20K-.99AC,2023-10-22,90,100,2023-07-24,"$1,918,410",2023-11-14,"$1,890,876",1961,438,2,1,OTHER
ML81952699,DETACHD,RES,UNDRCON,8027,1319 Spruce Place,Portland,95229,152,1,3.0,3,2812,569,567,5-6.99AC,2023-10-04,74,74,2023-07-22,"$1,600,247",2023-11-02,"$1,594,404",1965,0,2,2,ASSMP
ML81952700,ATTACHD,RES,REMOD,5375,3279 Cherry Drive,Portland,95151,$141,6,1.1,2,1217,351,347,"5K-6,999SF",2023-10-29,37,44,2023-09-22,"$426,951",2023-11-23,"$422,299",1970,0,2,1,LSE-BAK
ML81952701,IN-PARK,RES,APPROX,13933,7281 Cedar Boulevard,Portland,95181,150,6,2.0,3,898,1288,1274,20K-.99AC,2024-01-19,14,21,2024-01-05,"$1,156,736",2024-02-28,"$1,144,052",1964,0,3,3,FMHA
ML81952702,DETACHD,RES,PROPOSD,5406,4163 Willow Street,Portland,95187,147,2,4.0,3,3584,446,468,"5K-6,999SF",2025-01-18,82,89,2024-10-28,"$1,597,885",2025-02-10,"$1,677,312",1982,0,2,2,LOW-INC
ML81952703,PLNCOMM,RES,APPROX,5128,9817 Maple Circle,Newberg,95130,147,2,1.0,2,2924,103,102,"3K-4,999SF",2024-08-10,75,81,2024-05-27,"$301,247",2024-09-11,"$298,248",1990,0,2,0,NOFNCING
ML81952704,FLTHOME,RES,APPROX,3250,4058 Elm Road,Portland,95127,$141,6,3.1,1,4178,358,349,3-4.99AC,2023-11-27,64,70,2023-09-24,"$1,495,996",2024-01-03,"$1,458,122",1970,0,3,0,NOFNCING
ML81952705,ATTACHD,RES,FIXER,5530,8770 Aspen Boulevard,Forest Grove,95199,152,2,2.0,2,1468,567,590,7-9.99AC,2023-11-30,19,26,2023-11-11,"$832,791",2023-12-20,"$866,120",1986,439,2,0,CONV
ML81952706,DETACHD,RES,RESTORD,12024,204 Maple Court,Portland,95160,142,5,3.0,2,3508,483,498,1-2.99AC,2025-03-16,78,87,2024-12-28,"$1,693,490",2025-04-23,"$1,746,984",1995,0,0,1,NOFNCING
ML81952707,DETACHD,RES,EXISTNG,13993,6630 Willow Drive,West Linn,95123,142,2,1.1,2,3061,404,398,7-9.99AC,2023-04-27,13,20,2023-04-14,"$1,235,473",2023-05-27,"$1,218,278",1959,0,1,1,VA
ML81952708,FLTHOME,RES,APPROX,4539,5222 Cherry Avenue,Portland,95192,147,5,1.1,2,2654,355,356,20-49.99AC,2025-01-11,21,28,2024-12-21,"$941,746",2025-02-11,"$944,824",1990,0,1,3,LOW-INC
ML81952709,RES-MFG,RES,REGHIST,12568,3965 Aspen Way,Portland,95163,152,3,2.0,1,2377,585,570,"7K-9,999SF",2024-05-24,89,97,2024-02-25,"$1,390,100",2024-06-13,"$1,354,890",1980,0,3,3,USDA
ML81952710,DETACHD,RES,UNDRCON,10060,9018 Spruce Street,Portland,95116,141,3,3.0,2,2144,244,241,20-49.99AC,2023-09-12,68,73,2023-07-06,"$522,126",2023-10-18,"$516,704",1974,0,3,1,VA
ML81952711,RES-MFG,RES,FIXER,11748,4603 Oak Way,Portland,95145,141,6,4.0,1,2651,171,178,"10K-14,999SF",2024-05-13,5,14,2024-05-08,"$454,138",2024-06-22,"$471,878",1987,0,2,3,FCS
ML81952712,RES-MFG,RES,NEW,5467,4059 Birch Circle,Portland,95238,143,3,1.1,3,3784,275,276,"7K-9,999SF",2023-06-29,31,34,2023-05-29,"$1,041,761",2023-07-23,"$1,044,384",1967,0,3,0,OTHER
ML81952713,ATTACHD,RES,FIXER,6306,4003 Willow Way,Portland,95179,$141,4,1.0,1,1776,377,362,5-6.99AC,2023-08-29,82,87,2023-06-08,"$668,912",2023-09-24,"$642,912",1985,277,3,0,VA
ML81952714,DETACHD,RES,EXISTNG,5787,1792 Aspen Boulevard,Beaverton,95210,142,1,3.1,1,4280,415,407,"7K-9,999SF",2024-09-24,41,42,2024-08-14,"$1,774,096",2024-11-01,"$1,741,960",1965,0,3,2,USDA
ML81952715,PLNCOMM,RES,RESALE,12741,1894 Ash Avenue,Portland,95198,152,5,3.0,3,3464,134,136,"0-2,999SF",2024-05-05,69,74,2024-02-26,"$464,251",2024-06-12,"$471,104",2003,0,2,1,FCS
ML81952716,DETACHD,RES,RESTORD,3047,539 Pine Drive,Portland,95106,141,4,2.0,2,4368,220,228,"10K-14,999SF",2024-05-05,30,36,2024-04-05,"$961,911",2024-05-29,"$995,904",1969,0,3,2,FCS
